titulo,ano,local,coautores,link_externo
A New Geometric Approach of Adaptive Neighborhood Selection for Classification,N/A,N/A,Alexandre Luís Magalhães Levada; Frank Nielsen; Michel Ferreira Cardia Haddad,N/A
Reconhecimento de Padrões,N/A,N/A,Alexandre Luis Magalhães Levada,N/A
Reviewers for SIBGRAPI 2023,N/A,N/A,Adriano Oliveira; Afonso Paiva; Alcebíades Dal Col; Alceu Britto; Alessandro Lameiras Koerich; Alex Laier; Alexandre Levada; Alexandre Silva; Alexei Machado; Alper Yilmaz; André Backes; Andre Tavares da Silva; Andréa Lins; Anselmo Paiva; Antonio Vieira; Antônio Apolinário Jr; Aristófanes Corrêa; Arnaldo de Albuquerque Araujo; Artur Jordão; Benjamin Bustos; Benjamin Perret; Bernardo Henz; Bogdan Nassu; Bruno Carvalho; Camila Silva; Carla Dal Sasso Freitas; Carlos Thomaz; Carlos Caetano; Claudio Jung; Cleber Zanchettin; Creto Augusto Vidal; Cristiano Rodrigues; Cunjian Chen; Daniel Pedronette; Daniel Moreira; Danilo Jodas; David Menotti; Dennis Balreira; Dibio Borges; Diego Bertolini,N/A
Introdução ao Reconhecimento de Padrões,N/A,N/A,Alexandre Luis Magalhães Levada,N/A
Filtro nao local para reduç ao de ruıdo Speckle em imagens SAR no domınio de Haar e usando distâncias geodésicas,N/A,N/A,Daniel A Góes; Alexandre LM Levada; Nelson DA Mascarenha12,N/A
Domain adaptation via subspace learning and kernel methods,N/A,N/A,Luís Augusto Martins Pereira,N/A
A Probabilistic Nearest Neighbors Based Locality Preserving Projections,N/A,N/A,Alexandre Levada,N/A
Introdução a Programação Linear,N/A,N/A,Alexandre Luis Magalhães Levada,N/A
SIBGRAPI 2021,N/A,N/A,Abel Gomes; Adam Czajka; Adriano Oliveira Barbosa; Adriano Quilião de Oliveira; Adín Ramírez Rivera; Alcebíades Dal Col; Alceu Britto; Aldo Zang; Alejandro Frery; Alessandro L Koerich; Alex Laier; Alexandre Chapiro; Alexandre Xavier Falcao; Alexandre Levada; Alexandre Silva; Alexandru C Telea; Aline Paes; Alper Yilmaz; Ana Rebelo; Ana F Sequeira; Anderson Maciel; Andre Lazzaretti; Andrea GGC Bianchi; André R Backes; Andréa Lins; Angelo Genovese; Anselmo Antunes Montenegro; Anselmo Paiva; Antonio C Nazare; Antonio Lopes Apolinario; Antonio Wilson Vieira; António Coelho; Aparecido Marana; Aristófanes Correa; Arnaldo de Albuquerque Araujo; Asla Medeiros; FGV Sá,N/A
On the numerical approximation of geodesic distances between pairwise isotropic Gaussian-Markov random fields,N/A,N/A,Alexandre LM Levada,N/A
Programação Científica com Python,N/A,N/A,Alexandre Luis Magalhães Levada,N/A
Uma Introdução à Matemática Discreta para a Computação,N/A,N/A,Alexandre Luis Magalhães Levada,N/A
Entropic Principal Component Analysis with Gaussian-Markov Random Fields,N/A,N/A,Alexandre LM Levada,N/A
Parametric PCA: a dimensionality reduction framework for unsupervised metric learning,N/A,N/A,Alexandre LM Levada,N/A
A Fisher information patch-based parametric PCA for unsupervised metric learning,N/A,N/A,Alexandre LM Levada,N/A
An entropic patch-based PCA with generalized Gaussian distributions,N/A,N/A,Alexandre LM Levada,N/A
Voice command recognition with Dynamic Time Warping (DTW) using Graphics Processing Units (GPU) with Compute...,N/A,N/A,Alexandre L M Levada; Joao Fernando Mari; José H Saito,N/A
Improving the Learning Speed in 2-Layered LSTM Network by Estimating the Configuration of Hidden Units and Optimizing...,N/A,N/A,Débora Corrêa; Alexandre L M Levada; José H Saito,N/A
MEDIDAS BASEADAS EM TEORIA DA INFORMAÇÃO EM MODELOS DE CAMPOS ALEATÓRIOS MARKOVIANOS,N/A,N/A,Alexandre Luis Magalhães Levada,N/A
Método para classificação supervisionada utilizando caminhos de mínima informação em grafos,N/A,N/A,Alan Kazuo Hiraga; Alexandre Luís Magalhães Levada,N/A
PCA-KL: a parametric method based on relative entropy for unsupervised metric learning.,N/A,N/A,Alexandre LM Levada,N/A
PCA-KL: a parametric algorithm based on relative entropy for unsupervised dimensionality reduction.,N/A,N/A,Alexandre LM Levada,N/A
A Deep Boltzmann Machine-Based Approach For Robust Image Denoising,N/A,N/A,Rafael G Pires1 Daniel S Santos; Gustavo B Souza; Aparecido N Marana; Alexandre LM Levada; Joao Paulo Papa,N/A
Information Geometry and Complexity in Gaussian-Markov Random Fields,N/A,N/A,Alexandre LM Levada,N/A
"Development of In Situ Experiments for Evaluation of Anisotropic Reflectance Effect on Spectral Mixture Analysis for Vegetation Cover................................. X. Tong, T. Liu, VP Singh, L. Duan, and D. Long 636 Predicting Vascular Plant Richness in a Heterogeneous Wetland Using Spectral and Textural Features and a Random Forest Algorithm............................... J. Cabezas, M. Galleguillos, and JF Perez-Quezada 646 Surface and Subsurface Properties",N/A,N/A,N Carmon; E Ben-Dor; Multispectral Images H Zhuang; K Deng; H Fan; M Yu; D Osaku; DR Pereira; ALM Levada; JP Papa; J Sevilla; G Martın; JMP Nascimento; S Zhang; J Li; K Liu; C Deng; L Liu; A Plaza; W He; H Zhang; L Zhang; W Philips; W Liao,N/A
A MAP-MRF Approach for Multispectral Image Contextual Classification using Combination of Suboptimal Iterative Algorithms,N/A,N/A,Alexandre LM Levada; Nelson DA Mascarenhas; Alberto Tannús,N/A
"Dimas Martínez Morera, IMPA, Brazil",N/A,N/A,AN Venetsanopoulos; Adalberto Schuck Júnior; Adelailson Peixoto; Afonso Paiva; Alejandro Frery; Alessandro B Oliveira; Alex Laier Bordignon; Alexandre Luís Magalhães Levada; Alexei Machado; Ana Luísa Dine Martins; Anselmo Montenegro; Aravind Krishnaswamy; Arnaldo de Albuquerque; Arnaldo Lara; Alvaro LGA Coutinho; Attila Gyulassy; Beatriz Andrade; Benjamin Hoeferlin; Bradley Kimmel; Bruno Carvalho; Bruno Travencolo; Carla DS Freitas; Carlos Santos; Carlos Scheidegger; Carlos Thomaz; Chauã Queirolo; Christian Schulz Freie; Christoph von Tycowicz; Christopher Healey; Clarissa Marques; Claudio Esperança; Creto Vidal; Daniel Osmari; Daniel Welfer; Denis Henrique Pinheiro Salvadeo; David Martins Jr; David Menotti,N/A
SIBGRAPI 2013,N/A,N/A,USP Afonso Paiva; Ahmed Mostafa; Alessandro Koerich; Alexandre Levada; Alvaro Pardo; Ana Graciano Fouquier; André Bindilatti; Antonio Apolinário Jr; Aparecido Nilceu Marana; Arnaldo de Albuquerque Araújo; Carlos Augusto Mendes; Carlos Scheidegger; Carlos Thomaz; Chandana Ariyawansa; Christian Viard-Gaudin; Christophe Avenel; Christopher Healey,N/A
An Efficient Method for Parameter Estimation on the Multi-Level Logistic MRF Image Model using Maximum Pseudo-Likelihood Approach,N/A,N/A,Alexandre LM Levada; Nelson DA Mascarenhas,N/A
Noisy Multispectral Image Classification using Feature Fusion,N/A,N/A,Alexandre LM Levada; Nelson DA Mascarenhas,N/A
020109H-Introduçaoa Computaçao,N/A,N/A,Alexandre LM Levada,N/A
Combinando Block-Based PCA e Regularizaçao de Matrizes de Covariância no Reconhecimento de Faces,N/A,N/A,Denis HP Salvadeo; Nelson DA Mascarenhas; Jander Moreira; Alexandre LM Levada; Débora C Corrêa,N/A
Improving Multispectral Image Classification by Using Maximum Pseudo-Likelihood Estimation and Higher-Order Markov Random Fields,N/A,N/A,Alexandre LM Levada; Alberto Tannús; Nelson DA Mascarenhas,N/A
Estimation of Non-Homogeneous Potts-Strauss MRF Model Parameter in Remote Sensing Images using Higher-Order Neighborhood Systems,N/A,N/A,Alexandre LM Levada; Nelson DA Mascarenhas; Alberto Tannús,N/A
"Um Novo Método Iterativo para Filtragem de Imagens utilizando Wavelets, Campos Markovianos e Teoria dos Jogos",N/A,N/A,Alexandre LM Levada; Nelson DA Mascarenhas; Alberto Tannús,N/A
Color texture analysis based on fractal descriptors,2012,Pergamon,André Ricardo Backes; Dalcimar Casanova; Odemir Martinez Bruno,N/A
Plant leaf identification based on volumetric fractal dimension,2009,World Scientific Publishing Company,Andre Ricardo Backes; Dalcimar Casanova; Odemir Martinez Bruno,N/A
A complex network-based approach for boundary shape analysis,2009,Pergamon,André Ricardo Backes; Dalcimar Casanova; Odemir Martinez Bruno,N/A
Texture analysis and classification: A complex network-based approach,2013,Elsevier,André Ricardo Backes; Dalcimar Casanova; Odemir Martinez Bruno,N/A
Texture analysis and classification using deterministic tourist walk,2010,Pergamon,André Ricardo Backes; Wesley Nunes Gonçalves; Alexandre Souto Martinez; Odemir Martinez Bruno,N/A
Shape classification using complex network and multi-scale fractal dimension,2010,North-Holland,André Ricardo Backes; Odemir Martinez Bruno,N/A
Texture analysis and classification using shortest paths in graphs,2013,North-Holland,Jarbas Joaci de Mesquita Sá Junior; Andre Ricardo Backes; Paulo Cesar Cortez,N/A
The power of 3D fractal dimensions for comparative shape and structural complexity analyses of irregularly shaped organisms,2017,N/A,Jessica Reichert; André R Backes; Patrick Schubert; Thomas Wilke,N/A
A new approach to estimate fractal dimension of texture images,2008,Springer Berlin Heidelberg,André R Backes; Odemir M Bruno,N/A
Coffee leaf rust detection using convolutional neural network,2019,IEEE,Alexandre Pereira Marcos; Natan Luis Silva Rodovalho; André R Backes,N/A
ELM based signature for texture classification,2016,Pergamon,Jarbas Joaci de Mesquita Sá Junior; André Ricardo Backes,N/A
Plant leaf identification using multi-scale fractal dimension,2009,Springer Berlin Heidelberg,André R Backes; Odemir M Bruno,N/A
Texture analysis using graphs generated by deterministic partially self-avoiding walks,2011,Pergamon,André R Backes; Alexandre S Martinez; Odemir M Bruno,N/A
A new approach to estimate lacunarity of texture images,2013,North-Holland,André Ricardo Backes,N/A
A comparative study on multiscale fractal dimension descriptors,2012,North-Holland,Joao Batista Florindo; André Ricardo Backes; Mário de Castro; Odemir Martinez Bruno,N/A
Introdução à visão computacional usando Matlab,2019,Alta Books Editora,André Ricardo Backes; Jarbas Joaci de Mesquita Sá Junior,N/A
Optimizing a deep residual neural network with genetic algorithm for acute lymphoblastic leukemia classification,2022,Springer International Publishing,Larissa Ferreira Rodrigues; André Ricardo Backes; Bruno Augusto Nassif Travençolo; Gina Maira Barbosa de Oliveira,N/A
Fractal and Multi-Scale Fractal Dimension analysis: a comparative study of Bouligand-Minkowski method,2012,N/A,André Ricardo Backes; Odemir Martinez Bruno,N/A
Texture descriptor based on partially self-avoiding deterministic walker on networks,2012,Pergamon,Wesley Nunes Gonçalves; André Ricardo Backes; Alexandre Souto Martinez; Odemir Martinez Bruno,N/A
A simplified gravitational model to analyze texture roughness,2012,Pergamon,Jarbas Joaci de Mesquita Sá Junior; Andre Ricardo Backes,N/A
Polygonal approximation of digital planar curves through vertex betweenness,2013,Elsevier,André Ricardo Backes; Odemir Martinez Bruno,N/A
Técnicas de estimativa da dimensão fractal: um estudo comparativo,2005,N/A,André Ricardo Backes; Odemir Martinez Bruno,N/A
Texture analysis using volume-radius fractal dimension,2013,Elsevier,André R Backes; Odemir M Bruno,N/A
Measuring and analyzing color and texture information in anatomical leaf cross sections: an approach using computer vision to aid plant species identification,2011,NRC Research Press,Jarbas Joaci de M Sa Junior; Andre R Backes; Davi Rodrigo Rossatto; Rosana M Kolb; Odemir M Bruno,N/A
Texture analysis based on maximum contrast walker,2010,North-Holland,André Ricardo Backes; Alexandre Souto Martinez; Odemir Martinez Bruno,N/A
An Artificial Intelligence-as-a-Service Architecture for deep learning model embodiment on low-cost devices: A case study of COVID-19 diagnosis,2023,Elsevier,Larissa Ferreira Rodrigues Moreira; Rodrigo Moreira; Bruno Augusto Nassif Travençolo; André Ricardo Backes,N/A
Shape classification using line segment statistics,2015,Elsevier,Jarbas Joaci de Mesquita Sá Junior; André Ricardo Backes,N/A
Characterizing 3D shapes using fractal dimension,2010,Springer Berlin Heidelberg,André Ricardo Backes; Danilo Medeiros Eler; Rosane Minghim; Odemir Martinez Bruno,N/A
Deterministic tourist walks as an image analysis methodology based,2006,Springer Berlin Heidelberg,André R Backes; Odemir M Bruno; Mônica G Campiteli; Alexandre S Martinez,N/A
Amazon wood species classification: a comparison between deep learning and pre-designed features,2021,Springer Berlin Heidelberg,André R de Geus; André R Backes; Alexandre B Gontijo; Giovanna HQ Albuquerque; Jefferson R Souza,N/A
Fibrous dysplasia characterization using lacunarity analysis,2016,Springer US,Mirna S Cordeiro; André R Backes; Antônio F Durighetto Júnior; Elmar HG Gonçalves; Jefferson X de Oliveira,N/A
LBP maps for improving fractal based texture classification,2017,Elsevier,André Ricardo Backes; Jarbas Joaci de Mesquita Sá Junior,N/A
Plant species identification using multi-scale fractal dimension applied to images of adaxial surface epidermis,2009,Springer Berlin Heidelberg,André R Backes; Jarbas J de M. Sá Junior; Rosana M Kolb; Odemir M Bruno,N/A
A complex network-based approach for texture analysis,2010,Springer Berlin Heidelberg,André Ricardo Backes; Dalcimar Casanova; Odemir Martinez Bruno,N/A
Randomized neural network based descriptors for shape classification,2018,Elsevier,Jarbas Joaci de Mesquita Sá Junior; André Ricardo Backes; Odemir Martinez Bruno,N/A
Color texture classification based on gravitational collapse,2013,Pergamon,Jarbas Joaci de Mesquita Sá Junior; André Ricardo Backes; Paulo César Cortez,N/A
Image analysis of weaverbird nests reveals signature weave textures,2015,The Royal Society Publishing,Ida E Bailey; André Backes; Patrick T Walsh; Kate V Morgan; Simone L Meddle; Susan D Healy,N/A
Segmentação de texturas por análise de complexidade,2006,N/A,André Ricardo Backes; Odemir Martinez Bruno,N/A
Machine learning for hospital readmission prediction in pediatric population,2024,Elsevier,Nayara Cristina da Silva; Marcelo Keese Albertini; André Ricardo Backes; Geórgia das Graças Pena,N/A
Variability Evaluation of CNNs using Cross-validation on Viruses Images.,2020,N/A,André R de Geus; André R Backes; Jefferson R Souza,N/A
Texture characterization via deterministic walks’ direction histogram applied to a complex network-based image transformation,2017,North-Holland,Leandro N Couto; Andre R Backes; Celia AZ Barcelos,N/A
Coffee leaf rust detection using genetic algorithm,2019,IEEE,Alexandre Pereira Marcos; Natan Luis Silva Rodovalho; André Ricardo Backes,N/A
Detection of Control Points for UAV-Multispectral Sensed Data Registration through the Combining of Feature Descriptors.,2019,N/A,Jocival Dantas Dias Junior; André Ricardo Backes; Maurício Cunha Escarpinati,N/A
A simplified gravitational model for texture analysis,2013,Springer US,Jarbas Joaci de Mesquita Sá; André Ricardo Backes; Paulo César Cortez,N/A
Plant leaf identification using color and multi-scale fractal dimension,2010,Springer Berlin Heidelberg,André R Backes; Odemir M Bruno,N/A
Shape analysis using fractal dimension: A curvature based approach,2012,AIP Publishing,André R Backes; Joao B Florindo; Odemir M Bruno,N/A
Automated detection of sugarcane crop lines from UAV images using deep learning,2024,Elsevier,João Batista Ribeiro; Renato Rodrigues da Silva; Jocival Dantas Dias; Mauricio Cunha Escarpinati; André Ricardo Backes,N/A
Upper and lower volumetric fractal descriptors for texture classification,2017,North-Holland,André Ricardo Backes,N/A
A graph-based approach for shape skeleton analysis,2009,Springer Berlin Heidelberg,André R Backes; Odemir M Bruno,N/A
